,favorite_count,full_text,hashtags,retweet_count,year,party_id
412586,1,b'Watch live NOW!  #Homeland https://t.co/2OLIGuPid1',Homeland,2,2017.0,R
92261,0,b'Thanks for the recipe @KraiveNutrition ft. in #RangelRes Recipe Book. Check it out: http://t.co/BhtKeZ70NW http://t.co/Inv4uNLDD5',RangelRes,1,2015.0,D
553041,0,"b'Why I Voted Yes on H.R. 3246, to designate a USPS facility as the Specialist Peter J. Navarro Post Office: http://t.co/7TzMSDtA #NY24'",NY24,0,2011.0,R
280230,2,"b'Small Business Development Centers helped create 93,000 jobs last year. Today we passed the #SBDC Improvement Act, which would help expand the SBDC program and bring their free services to more #Nevada small businesses.'",SBDC Nevada,2,2019.0,D
275307,1498,"b'It\xe2\x80\x99s been one year since Trump instituted his inhumane family separation policy, and what I said last summer stands true: This never should have happened. I\xe2\x80\x99ll keep fighting to make sure no more families have to endure this pain. #EndFamilySeparation #UntilEveryFamilyIsReunited https://t.co/28D9LLeL0x'",EndFamilySeparation UntilEveryFamilyIsReunited,506,2019.0,D
253213,0,b'Will be going to the House floor in a few minutes to deliver a 1 min. speech on healthcare reform.  Tune in @cspan #TCOT #GOP @gopconference',TCOT GOP,0,2009.0,R
145338,5,b'Can you imagine if veterans were denied other constitutional rights simply because they have someone else manage their finances? #2A https://t.co/0e7ZHO6J10',2A,5,2017.0,R
575614,7,b'From my family to yours: we wish you a very merry #Christmas. https://t.co/8dDEpEWj0F',Christmas,2,2016.0,R
107701,7,b'Research shows when parents #readaloud it gives kids a strong start in school &amp; life. Kudos to @reachoutandread!\nhttps://t.co/NlaKrMuUlz',readaloud,9,2015.0,D
568534,0,"b'Today @SenWarren &amp; I talked with students, parents and college faculty about the  #BankonStudents Act.'",BankonStudents,7,2013.0,D
133350,1,b'Honored to receive the Champion of Healthcare Leadership Award today. #hlcexpo #copolitics #health #healthcare https://t.co/MjdAP233ez',hlcexpo copolitics health healthcare,2,2016.0,R
276121,32,"b""Congrats to my FL colleague @USRepKCastor who will be a strong leader for this new Select Committee on the Climate Crisis. Climate change threatens our economy, security, &amp; way of life. No state will benefit more from responsible, bipartisan solutions. Let's get to work. #FlaPol https://t.co/AOKFHAYS7v""",FlaPol,8,2018.0,D
107497,33,b'Congratulations to Brett Kavanaugh on his nomination to #SCOTUS.',SCOTUS,8,2018.0,R
566249,36,"b""I'm joining @SquawkCNBC shortly to discuss this historic opportunity to change our tax code. Hope you'll tune in! #gapol""",gapol,5,2017.0,R
387732,8,"b'The National Endowment for the Humanities will be conducting a webinar on funding opportunities for cultural organizations on Wed, October 28 from 2-3 PM ET. #AR3 institutions interested in learning more about @NEHgov grants can watch the event live here: https://t.co/jQA650E0pH'",AR3,2,,R
460241,60,"b'Tonight, I voted for the Families First Coronavirus Response Act, bipartisan legislation that provides enhanced #COVID19 response resources. The bill expands testing access &amp; capabilities. It also helps American families &amp; workers navigate challenges during this difficult time.'",COVID19,13,2020.0,R
585205,0,"b""RT @USAmbNATO: #NATO's @ResoluteSupport Mission to train, advise, and assist has shaped a whole new generation of \xf0\x9f\x87\xa6\xf0\x9f\x87\xab military leaders. I'm\xe2\x80\xa6""",NATO,18,2018.0,R
228587,2,b'Did you know that @USCensusBureau is still hiring in our community for #Census2020? Don\xe2\x80\x99t miss this great opportunity for a good-paying job and a chance to make a difference. #WeCount - and you can help!\n\nLearn more \xe2\xac\x87\xef\xb8\x8f\nhttps://t.co/NSNwW1V2KP',Census2020 WeCount,2,2020.0,D
142495,6,"b'As Texans, we see firsthand the stress that the #border crisis is placing on our communities. This week, the House passed my bill, the Border Tunnel Task Force Act, to employ a comprehensive border security approach and crack-down on this loophole. https://t.co/G2gagEDZqr'",border,4,2018.0,R
569512,0,b'We need to take the #Phoenix #VA scandal seriously.  Responsibility flows up.  #Shinseki must resign.  VIDEO--&gt; http://t.co/GpKOm0ZSQS',Phoenix VA Shinseki,0,2014.0,R
215091,149,"b'Today, I went to the House Floor and offered a motion to force a vote on a #CleanDreamAct @CSPANVL https://t.co/6VIlwyaiYK'",CleanDreamAct,56,2017.0,D
530283,8,b'LIVE RADIO ALERT \xf0\x9f\x9a\xa8 \n\nComing up at 7:10 AM with @MarcBernierShow about my most recent #STEM bill. Be sure to listen on 93.5 FM/1150 AM! \xf0\x9f\x93\xbb',STEM,0,2019.0,R
266870,4,"b'Happy National Senior Health &amp; Fitness Day! No matter how old you are, it is important to stay active. #NSHFD @fitnessday\n\nLooking forward to seeing #CA38 seniors at my annual Senior Fair in August. Visit my website for more upcoming community events. https://t.co/14XWx65NWO https://t.co/aB2qDfUUnd'",NSHFD CA38,3,2019.0,D
78070,19,b'Being serious about achieving global sustainability means investing in quality #edu for girls. #WD2016 @WomenDeliver https://t.co/4met0Cu7He',edu WD2016,20,2016.0,D
521201,52,"b'.@NASA\xe2\x80\x99s #ParkerSolarProbe, humanity\xe2\x80\x99s first mission to the sun, is on its way to the center of the solar system. It will spend the next 7 years studying the sun\xe2\x80\x99s atmosphere, solar winds and more. Congrats to the scientists and visionaries who made this historic launch possible. https://t.co/xQ3G29rWjB'",ParkerSolarProbe,18,2018.0,D
49221,0,"b""On #NationalTeacherDay let's thank teachers for all they do to help our kids succeed. #ThankATeacher http://t.co/syRV9alXBZ""",NationalTeacherDay ThankATeacher,5,2015.0,D
40332,9,"b'Please visit https://t.co/FZKCxcSTrH, which is continuously updated with the latest coronavirus information and resources available to small businesses, veterans, students, and all residents of #NY04. https://t.co/I0YSgznRw3'",NY04,6,2020.0,D
330520,2,"b""Today's #House floor schedule: http://t.co/ImcWcwGj""",House,3,2012.0,R
280328,3,b'An electromagnetic pulse attack (EMP) is one of the most serious threats facing the U.S. homeland: http://t.co/jiuGpM5gew. #tcot',tcot,7,2014.0,R
400229,30,"b'The Trump Administration owes Congress answers -- we need to know how many families were separated and their plan to reunify every child with their loved ones. It\xe2\x80\x99s time to end this cruel, government-sanctioned child abuse. #EndFamilySeparation\nhttps://t.co/2GT84Bg0Zv'",EndFamilySeparation,12,2019.0,D
412569,41,"b'Black women make 61\xc2\xa2 for every dollar white men make. \n\nOn #BlackWomensEqualPay Day, the day black women FINALLY catch up to white men\xe2\x80\x99s wages from 2018, we must acknowledge additional barriers faced by women of color &amp; continue to work to close the gender pay gap for ALL women.'",BlackWomensEqualPay,15,2019.0,D
486030,24,"b'Did you know that Wisconsin is home to 9,520 dairy farms and almost 1.3 million dairy cows? You still have time to visit some of those farms for #BreakfastOnTheFarm.  Find one here: https://t.co/tirtOjMlAM https://t.co/ITDRyyvsvc'",BreakfastOnTheFarm,6,2018.0,R
141442,1,"b'Introduced new version of watershed protection bill this a.m. for Wasatch Canyons. Clean, affordable water=prosperity in SL Valley.#utpol'",utpol,5,2012.0,D
124768,3,"b""To win the battle over COVID-19, it will take all of us working together.\n\nWash your hands.\nMaintain a distance of 6 feet.\nDon't congregate with groups outside of those you live with.\n#WearAMask.\nAnd if you're sick, stay home.\n\nhttps://t.co/MyPPnIZAEp""",WearAMask,1,2020.0,D
67308,46,"b'Talked with @WSPA7 @Live5News @WLTX @WBTWNews13 @WCBD @FOX24Charleston today about small biz loans, unemployment benefits, recovery checks and more #COVID19 #coronavirus issues - check out your local news tonight!'",COVID19 coronavirus,12,2020.0,R
491532,54,"b'Many minority-owned small businesses have been hit hard by #COVID19. \n\nThat is why earlier this week I introduced, along with @JohnCornyn, the EIDL for Small Businesses Act, bipartisan legislation to increase access to capital for our small businesses. https://t.co/YykjwMpvVm'",COVID19,20,2020.0,D
488622,171,b'Borrowers of color are already more likely to be denied access to credit. Using #education data in credit decisions would only exacerbate this disparity. We must call these proposals what they are - modern day #redlining. https://t.co/OLL9EeGK6D',education redlining,56,2019.0,D
534431,58,b'Proud to join this bicameral and bipartisan group of members today at a press conference to support Rep. @justinamash amendment to #FISA reauthorization. https://t.co/puOKyZUrJt',FISA,22,2018.0,R
126548,1,"b'Thanks to the Baytown Chamber of Commerce for allowing me to speak on Tuesday. We discussed many of the important issues to Chambers Co., including the need for strong ports and infrastructure, plant safety, passage of the #USMCA, and our thriving economy. https://t.co/650GjzWnat'",USMCA,0,2019.0,R
457415,0,b'Akin Update - from Washington Co. Lincoln Days this weekend right on the heels of KC Statewide LD. #MOSen #tcot #mogop http://t.co/4I1iVA45',MOSen tcot mogop,1,2012.0,R
445386,287,"b'One of my highest priorities is helping constituents. That\xe2\x80\x99s why in 2019, my office saved #AZ08 $659,299.67! If you\xe2\x80\x99re having an issue with a federal agency like Social Security, the VA, or other agency, we\xe2\x80\x99re here to help! Visit my website for more info: https://t.co/hezMHRY0gA.'",AZ08,55,2020.0,R
397967,11,"b'Congrats to #RochMN on the grand-opening of the new CBOC VA to serve our nation\xe2\x80\x99s heroes. I\xe2\x80\x99m grateful for all the work that had to be done to make this day a reality. #MN01 has nearly 40,000 vets who have our deepest gratitude. -JH https://t.co/25auBxbtkW'",RochMN MN01,3,2019.0,R
77220,26,"b""The #Constitution is clear: It's Congress\xe2\x80\x99 job to write laws. It's POTUS' duty to enforce them. #ConstitutionDay https://t.co/ivMpRzZUc9""",Constitution ConstitutionDay,17,2016.0,R
359065,11,"b'As we address the economic fallout from #COVID19, it\xe2\x80\x99s important that we continue to prioritize a plan to stem our growing national debt. I am a cosponsor of my colleague @RepJohnCurtis\xe2\x80\x99s #DealwithDebtTodayAct to keep Congress accountable. Read more here: https://t.co/SsgYj6ONFa'",COVID19 DealwithDebtTodayAct,4,2020.0,R
288706,14,"b""It's an honor to represent the Lincoln District, &amp; I enjoyed meeting with @Looking4Lincoln to discuss the importance of preserving the Abraham Lincoln National Heritage Area.\n\nI made sure they got a look at the piece of President Lincoln's hair hanging in our office. #IL18 https://t.co/mK2TWgOsaZ""",IL18,6,2020.0,R
485172,8,b'The #VanWert County Farm Bureau\xe2\x80\x99s  milkshake booth is always a popular stop at the fair. The fair is a #LaborDay weekend tradition. https://t.co/RFvwzBWY88',VanWert LaborDay,0,2019.0,R
340432,0,"b'Small businesses have long been the backbone of our economy. The work must continue to ensure every North Carolinian has the tools and opportunities to work hard and get ahead, and I will fight every day to make sure our voices are heard. #JobsandJustice https://t.co/riuxf7bVVV'",JobsandJustice,2,2018.0,D
14782,9,b'.@AACR advocates from #OH10 visited my office today to discuss cancer research funding. https://t.co/3R49vmfh2I',OH10,3,2016.0,R
112702,20,"b""Amazing to see our very own @ERAU_Daytona alumna and retired astronaut @Astro_Nicole represent women in STEM and space during this year's #SuperBowl! \n\nTogether we can #MakeSpaceForWomen! \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 \xf0\x9f\x9a\x80\nhttps://t.co/xp3gb15v75""",SuperBowl MakeSpaceForWomen,8,2020.0,R
424105,3,"b'Excited to kick off my next FB Cover Photo Contest! This time, the theme is #Michigan in the #winter https://t.co/LUKwUVyaRi'",Michigan winter,0,2016.0,D
210100,2,"b'Just spoke with @GovMikeHuckabee about security threats in Washington, immigration and gun control.  LISTEN: http://t.co/Ixpg6VHID6 #scnews'",scnews,4,2013.0,R
395829,15,"b'As @AjitPaiFCC threatens to overturn #NetNeutrality rules, he shows he\xe2\x80\x99s not on the side of consumers &amp; public interest'",NetNeutrality,12,2017.0,D
265998,0,b'Our Thurs @SmallBizGOP hearing on veteran-owned #SmallBiz contracting is postponed due to expected #Snowquester in DC. Will reschedule.',SmallBiz Snowquester,0,2013.0,R
559512,929,"b""While they're arresting children and moms at the border, they evidently don't want to arrest a member of Congress for sitting in.\n\nJust know that your presence, your bearing witness and your taking action is the most important thing. #EndFamilySeparation https://t.co/OfICnMkL3B""",EndFamilySeparation,448,2018.0,D
330238,34,"b'Great meeting with @RepDavidTrone \xe2\x80\x94 we\xe2\x80\x99re excited to continue working together to #EndHungerNow and build strong, healthy communities and families. https://t.co/gAqDaL6uA7'",EndHungerNow,4,2019.0,D
562439,222,b'Last year @SenSanders and I sent letters to @DOJ and @FTC about #EliLilly insulin prices \xe2\x80\x93 now state AGs are investigating.  \nhttps://t.co/RHL5FyOD9R',EliLilly,89,2017.0,D
560396,4,b'It\xe2\x80\x99s unacceptable for a single Vet call to go unanswered. Im pushing the VA to fix the Vets Crisis Line: https://t.co/8hISsfYsxH\n#mepolitics',mepolitics,3,2016.0,R
435384,1,"b""Telling #GA09's story MT @HouseGOP: Press Conf w/ @SpeakerBoehner, @GOPLeader, @GOPWhip, @CathyMcMorris, @RepLynnJenkins, @RepDougCollins""",GA09,1,2014.0,R
570809,5,"b""In 2013, the American Society of Civil Engineers gave #Ohio's roads a grade of D. It's time to #FixtheTrustFund. http://t.co/j2mCqd5Dj5""",Ohio FixtheTrustFund,10,2015.0,D
408612,1,"b'To celebrate #NationalDayoftheAmericanCowboy, I joined @CynthiaLummis &amp; @SenJohnBarrasso in recording this video. http://t.co/eWSuAK08uY'",NationalDayoftheAmericanCowboy,2,2015.0,R
454501,0,"b""RT @MatthewESButler: Indiana's @SusanWBrooks &amp; @RepLarryBucshon playing key role w/ @RepFredUpton on 21st Century Cures Act. #Cures2015\nhtt\xe2\x80\xa6""",Cures2015,2,2015.0,R
560659,6,b'At @MECStateChamber 17th annual Hobnob Mississippi. #MS01 https://t.co/6FEIhAZ1eK',MS01,1,2018.0,R
456312,0,b'Great meeting with Madison County citizens at my open house in Oneida. #NY22 http://t.co/qe2fNMJ0tG',NY22,1,2013.0,R
146494,36,b'@SenJohnThune @JoePerticone @SenAmyKlobuchar #SKOL\nhttps://t.co/0zkjqheidB',SKOL,3,2018.0,D
426638,1,b'Joining @USProgressives tonight to talk about importance of affordable #ChildCareforAll. Tune in around 3:45 PT on https://t.co/BHyN5mruGT',ChildCareforAll,1,2016.0,D
105732,14,b'We stand with #Spain in the face of terror. Difficult week at home and for our friends abroad.',Spain,4,2017.0,D
383715,8,b'The #ForeverGIBill:\n\nExpands GI Bill benefits \xe2\x9c\x85\n\nRemoves expiration date on benefits \xe2\x9c\x85\n\nRestores benefits lost due to school closure \xe2\x9c\x85',ForeverGIBill,4,2017.0,R
120668,8,b'Voted for HR 33 to ensure emergency service volunteers can operate &amp; serve the community w/out being constrained by #Obamacare restrictions',Obamacare,5,2015.0,R
111054,0,"b""Learning about @hczorg Harlem Children's Zone Gems Head Start. #stribpol #edworkforce http://t.co/UFOyI03389""",stribpol edworkforce,1,2013.0,R
292209,10,"b""Earlier this week, I joined @CityofLakewood's Historical Society in celebration of their 20th Anniversary. I appreciated the opportunity to share why it's so important that we continue passing on our stories to our youth. #IAmLakewood https://t.co/6fmOzlLvvu""",IAmLakewood,1,2018.0,D
88816,127,"b""That's over 29,000 new jobs in Michigan! #TimeForTaxReform #MI08 https://t.co/JTfMySRvm8""",TimeForTaxReform MI08,34,2017.0,R
473583,9,"b'I know this is an uncertain time for many, that\xe2\x80\x99s why I joined @WFAA to take questions related to our effort to combat #COVID19. All of us should follow the Stay Home Stay Safe measures from Dallas County because we all have an important role to play to keep North Texas safe. https://t.co/Jp0T5AlfMj'",COVID19,2,2020.0,D
355537,11,b'Looking for something to do at home this weekend? Participate in #Census2020 online by going to https://t.co/JAqSzOlOif.\nYou can also respond by phone or by mail once your invitation arrives in the mail. #WeCount',Census2020 WeCount,10,2020.0,D
314036,0,b'Proud to once again march in the #Newington Memorial Day Parade! http://t.co/zzBmeuZS',Newington,0,2012.0,D
94346,3,b'Told my friend New York Congressman @RepGregoryMeeks I\xe2\x80\x99d take his #SOTU seat if he was ducking out. There are a lot ways to excercise our #1stAmendment @CNN https://t.co/QhUcgSj9oH',SOTU 1stAmendment,0,2018.0,R
187461,0,b'Everybody should have a seat at the table. Share your ideas to fight #CAdrought: http://t.co/VwDKGKpcL8 https://t.co/Skoz8SVXvg',CAdrought,0,2015.0,D
431232,1,b'The White House says they oppose a Balanced Budget Amend. It shows they are not interested in serious solutions. http://t.co/OkyAfvE #tn03',tn03,6,2011.0,R
422580,28,"b'Our COVID-19 response targeted health, education and economic relief needed by hard-working Utah families. We must make sure these tax dollars are spent effectively. I\xe2\x80\x99m proud to stand with my @housebluedogs colleagues to fight for better oversight. #utpol https://t.co/XWWCIXW6yo'",utpol,3,2020.0,D
419763,3,"b'For more information about the Stronger #CAPTA CAPTA Act, my amendment, and @EdLaborCmte efforts to prevent child abuse and neglect: \n\n https://t.co/DEc7LSwW1W\nhttps://t.co/SLplsK5CEY\nhttps://t.co/fn1YEZShpm'",CAPTA,2,2019.0,D
337399,19,"b'An honor to host Irish @SenatorMarkDaly in DC today. In the face of ongoing #Brexit negotiations, Ireland\xe2\x80\x99s commitment to peace &amp; maintaining a strong economic partnership with the US remains sound. Thank you, Senator, for stopping by today. You\xe2\x80\x99re always welcome in Rayburn! https://t.co/NX6QIH9fdI'",Brexit,4,2019.0,D
477407,0,"b'The second Florida GOP pioneer to pass today, Sheriff Nick Navarro. A good and decent public servant, crime fighter, and friend. #sayfie'",sayfie,0,2011.0,R
479172,2,"b""4/10 small businesses say tax complexity is their #1 problem. Let's change that so they can grow. #OpportunityEconomy http://t.co/FMndt1ZSEm""",OpportunityEconomy,4,2015.0,R
411242,289,b'Disgraceful and shameful. #PuertoRicoReliefNOW https://t.co/VYowMvwGRJ',PuertoRicoReliefNOW,87,2017.0,D
4644,4,b'I\xe2\x80\x99m on @kfabnews with @GrassleyPress and #ScottVorhees. https://t.co/UCNtWcz4kw',ScottVorhees,0,2019.0,R
81328,10,b'Supervisor @hildasolis and I will be answering your questions at our virtual #TownHall tonight at 6:30 PST. Register now at https://t.co/42BnyDad25. https://t.co/FOO6bbqWk8',TownHall,7,2020.0,D
179124,27,"b'Awesome display of leadership, unity, and patriotism last night at the #CongressionalBaseballGame https://t.co/DqkmsD4L8l'",CongressionalBaseballGame,6,2017.0,R
568421,14,"b""We've got roads, bridges and airports that need our attention. An infrastructure package will benefit the American people and our economy. #SOTU https://t.co/41ZgQkrR1u""",SOTU,2,2018.0,R
336425,55,"b'Congratulations to one of our nation\xe2\x80\x99s newest citizens! \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\n\nMy staff member Lucia\xe2\x80\x99s father, Jose Carranza, became a U.S. citizen this Monday \xe2\x80\x93 just in time for #CitizenshipDay. https://t.co/OcpvHzS0hE'",CitizenshipDay,12,,D
70279,11,b'I\xe2\x80\x99m disturbed to learn my friend @DavidDBenham has been arrested for providing #prolife pregnancy counseling outside an abortion clinic. Their counseling should be essential in this time of need and this arrest is wrong and unconstitutional. https://t.co/LlattVH76E',prolife,5,2020.0,R
538585,5,"b""So as we celebrate these workers today, PLEASE don\xe2\x80\x99t forget to be safe, wear a mask, and social distance. \n\nAnd let's all say together... #YourMoveMitch, you should be ashamed it\xe2\x80\x99s taken over 110 days.""",YourMoveMitch,4,,D
146969,0,"b'New Yorkers, have you visited @NYStateofHealth yet? There\xe2\x80\x99s still time to sign up for affordable health insurance #getcovered https://t.co/3GMlD8Czrp'",getcovered,2,2018.0,D
274858,3,b'Calling #TX22 student artists: in honor of 100 years of #WomensSuffrage @FLOTUS is creating a youth art exhibit! Students grades 3-12 can submit artwork celebrating 100 yrs of the #19thAmendment now through 7/6. More info: https://t.co/HY5mR0Zfa2',TX22 WomensSuffrage 19thAmendment,4,2020.0,R
414857,6,b'On Saturday I joined a troop of #BoyScouts from #SweetwaterCounty in sharing experiences and answering questions. https://t.co/MpOLC4TfaS',BoyScouts SweetwaterCounty,3,2016.0,R
272045,301,b'Dr. @RepTomPrice understands #healthcare as a practicing physician and he gets the real world impact. He is ready to lead @HHSGov.',healthcare,104,2017.0,R
278362,21,"b'Today, on the 77th anniversary of the #PearlHarbor attack, we remember those lost. A few years ago, Charlie &amp; I visited #PearlHarbor &amp; were reminded that out of tragedy emerges strength. Join me in honoring those who sacrificed so much &amp; those who fought to defend our freedoms. https://t.co/q41JcL0TEP'",PearlHarbor PearlHarbor,5,2018.0,R
377848,5,"b'Happy #Thanksgiving to one and all! Shout out to all police, fire + hospital workers who are working today so the rest of us can be safe!'",Thanksgiving,5,2015.0,D
218698,0,"b""The President's political rhetoric is starkly different than his policy reality #SOTU #tn03 #tn""",SOTU tn03 tn,3,2012.0,R
587672,12,"b'The over 60M Latinos living in the US deserve to see their stories and contributions to this country recognized. That\xe2\x80\x99s why, this week, I joined my colleagues in the House in voting to approve a new @Smithsonian #LatinoMuseum on the National Mall. https://t.co/aRBmEkOfBN'",LatinoMuseum,2,2020.0,D
283578,0,"b""RT @rosadelauro: .@potus' paid leave announcement empowers Americans to care 4 selves &amp; family. Time 4 Congress to #LeadOnLeave &amp; pass Heal\xe2\x80\xa6""",LeadOnLeave,86,2015.0,D
438448,794,b'Read how @OFA is training the next generation of digital organizers: http://t.co/ztqzw1tVjg #OFAFellows http://t.co/BBKr9KzZnK',OFAFellows,335,2015.0,D
439143,40,"b'I introduced the #SYLLABLEAct today to recognize the importance of bilingual education, support dual-language programs in low-income communities, and ensure that every child has access to innovative educational opportunities that help them prepare for future success. https://t.co/qRQNXVAHMH'",SYLLABLEAct,13,2020.0,D
334113,18,"b""Today the @SenateGOP unveiled their #HealthCare bill. And it's simply heartless. My full statement here: https://t.co/x4MEILLkeb""",HealthCare,14,2017.0,D
209473,145,b'So proud that the legislation I co-authored with @RepJudyChu to repeal Trump\xe2\x80\x99s #MuslimBan has now passed the House *with bipartisan support.* We should vote on it in the Senate right away. https://t.co/fvUxQtnGAH',MuslimBan,35,2020.0,D
213215,55,"b'Americans (knowing a thing or two about fighting for independence), should cheer on our cousins across the Atlantic. #Brexit #VoteLeave'",Brexit VoteLeave,43,2016.0,R
211994,7,"b'Did you know June is National Homeownership Month? This morning, I was pleased to welcome the Manufactured Housing Institute to my office in Washington, D.C. to hear their perspectives on homeownership issues, which are critical for folks across #TN6 and our state. https://t.co/x47y0szkiG'",TN6,2,2019.0,R
33790,3,"b""Rep. Cicilline discussed President Trump's false claims about wiretapping &amp; disastrous GOP #Trumpcare bill on @WPRI https://t.co/gKxKus7n2A""",Trumpcare,2,2017.0,D
98657,51,b'Texas students and educators have been hit particularly hard during #COVID19. Yesterday I joined @teainfo Commissioner Mike Morath &amp; TX superintendents to discuss the CARES Act &amp; everything I\xe2\x80\x99m doing to ensure teachers have the resources they need to best serve our students',COVID19,16,2020.0,R
526594,23,"b'On this #BiVisibilityDay, I hope all members of the bisexual &amp; greater LGBTQ+ communities feel empowered to be their unapologetic selves.\n\nThat\xe2\x80\x99s why I\xe2\x80\x99m fighting for true equality\xe2\x80\x94because no one should feel unsafe or unwelcome for who they are. https://t.co/VjynRsWjnA'",BiVisibilityDay,4,2019.0,D
236393,70,"b""Now, more than ever, we need to stand up &amp; fight! I'm fighting for people like 5 yo Keaton from NV, who needs the #ACA for critical care. https://t.co/LHYDpj4Has""",ACA,21,2017.0,D
161904,0,b'Follow me on #snapchat! https://t.co/EjfKtu6fpk',snapchat,1,2016.0,R
347729,1,"b'""Our hearts and minds are with the DEA pilot and the KSP Trooper who survived a helicopter crash yesterday in Breathitt County."" #KACP'",KACP,1,2013.0,R
16092,0,"b""RT @USCIRF: Listen to @SenJackyRosen speak on #AntiSemitism at USCIRF's latest hearing. #NeverForget\n\nWatch the full hearing here: https://\xe2\x80\xa6""",AntiSemitism NeverForget,7,2020.0,D
138109,12,b'Another photo from my @PoliticsProse  Bookstore event tonight. #bigguns #gunlobby https://t.co/XatJb2iRzu',bigguns gunlobby,2,2018.0,D
322039,38,b'The protests we witnessed this past week are a resounding call for #JUSTICE and a demand for #ACTION to change a system rooted in #RACISM. #NationalAction https://t.co/eXYqe6BAfM',JUSTICE ACTION RACISM NationalAction,11,2020.0,D
552312,0,b'#TaxReform should principally concern middle income Americans: https://t.co/UCaNPHvu5l',TaxReform,0,2017.0,R
112505,1534,"b'Democrats wanted the glory of introducing a far-left abolish ICE bill, but they didn\xe2\x80\x99t have the guts to accept the consequences. \n\nHouse Republicans #StandWithICE https://t.co/1gL0hwk2gz'",StandWithICE,607,2018.0,R
250838,14,b'#DevPatel Patel is only the third actor of Indian descent to land an acting nomination. Ever #Oscars',DevPatel Oscars,3,2017.0,D
434252,196,"b""I'm proud to support @NancyPelosi. She's the strong leader we need to stand up for workers, veterans, and our principles. #StandWithNancy""",StandWithNancy,79,2016.0,D
320024,1,b'1. Provide school threat assessment and crisis intervention teams. #StopSchoolViolenceAct',StopSchoolViolenceAct,0,2018.0,R
519663,65,b'Republicans are using women\xe2\x80\x99s health and women\xe2\x80\x99s lives as a political football \xe2\x80\x93 and that is wrong. #S1881',S1881,55,2015.0,D
487661,6871,"b'The #shutdown is a direct result of the breakdown of cooperation in Congress. Shamefully, no one will incur more harm from this failure than our men &amp; women in uniform. https://t.co/9Yy2BNVLoH'",shutdown,1714,2018.0,R
393773,14,b'Trump gives brutal authoritarian #Erdogan the green light to attack our allies in Syria then rewards him with this. Another damaging foreign policy decision that weakens U.S. leadership in the region and strengthens adversaries like Russia and Assad.\nhttps://t.co/HTG2l9bgjo',Erdogan,6,2019.0,D
78828,17,b'My staff and I loved meeting with West Virginians this morning and hearing about the issues they\xe2\x80\x99re passionate about! #WestVirginiaWednesday https://t.co/QRhElG4qHa',WestVirginiaWednesday,6,2019.0,R
31157,6,b'Will shortly be joining @POTUS to see #TPA4USJobs signed into law!',TPA4USJobs,4,2015.0,R
242392,6,"b""It's @InfraWeek. Arkansans say that strengthening our transportation system must remain a priority. #infrastructurematters #arpx""",infrastructurematters arpx,4,2016.0,R
358538,1,"b'In-studio w/ @1400WOND Pinky Kravitz today at 4pm. Talking situation in Syria, #Obamacare, federal budget &amp; #NextGen. http://t.co/sn5ZevK7W8'",Obamacare NextGen,2,2013.0,R
93580,1799,b'Looking forward to being on #first100 with @marthamaccallum tonight. Tune in to @FoxNews at 7pm. https://t.co/6LXfZMzJ2L',first100,352,2017.0,R
555238,93,b'We must all demand answers and insist there be a full account and investigation into what has happened to Jamal. I call on President Trump and Sec Pompeo to elevate this and push for #JusticeForJamal. https://t.co/5Q8ftxsZBP',JusticeForJamal,50,2018.0,D
528978,1469,"b'If #Obamacare is repealed, the national debt could increase by $137 billion: http://t.co/7JTh4e8pZf'",Obamacare,864,2015.0,D
328734,14,b'Message from @FedAmeriHospital leaders @LargoMedical Monday was clear: #ACARepeal hurts hospitals &amp; patients. #FAHLocalAdvocacyProgram https://t.co/6mYPt3LFIR',ACARepeal FAHLocalAdvocacyProgram,6,2017.0,D
108196,20,"b'They recently were approved for the final installation and operation of a new RivGen Power System, making IVC the first tribal entity in the U.S. to receive such approval. Another example of Alaskans leading in #innovation.'",innovation,3,2019.0,R
146039,82,b'We asked Refugee Resettlement officials about #FamilySeparation &amp; they referred to it as a \xe2\x80\x9cnew\xe2\x80\x9d policy.\n\nThink about that:\n\nAs in this new policy belongs to @realDonaldTrump!\n\n@WhiteHouse is lying to the American people saying #FamilySeparation has been the law for years! False!',FamilySeparation FamilySeparation,51,2018.0,D
269354,71,b'Nothing Smart about him or that comment. It was -assed as in dumb-assed.And you still  Ned a dictionary as those remarks didn\xe2\x80\x99t remotely resemble sarcasm only embarrassingly DUMB. #TrumpIsALaughingStock #TrumpIsNotADoctor #TrumpIsAnIdiot https://t.co/ipfHbTLvJY',TrumpIsALaughingStock TrumpIsNotADoctor TrumpIsAnIdiot,15,2020.0,D
492343,34,"b'POTUS has a warped sense of ""great healthcare."" #SkinnyRepeal = 20% higher premiums, higher deductibles and 16 million kicked off insurance. https://t.co/pqeHuhF6yE'",SkinnyRepeal,27,2017.0,D
144036,0,"b'The federal government is working closely with state and local partners, and public health partners, to respond to the respiratory illness caused by #COVID19\nResidents of Santa Clara County can find more info here or contact the call center 408-885-3980\nhttps://t.co/eFCTqeVLr3'",COVID19,1,2020.0,D
556144,2,b'It was so great to visit the @HoptownYMCA  to see all of the wonderful progress that has been made! #YMCA http://t.co/r2fAdvrdzl',YMCA,2,2014.0,R
